tcprimarysectorid,year,GHG_Scope1,GHG_Scope1_Intensity,GHG_Scope2,GHG_Scope2_Intensity,Absolute_Direct_Indirect,Revenue,GHG_Scope1_Disclosure,GHG_Scope2_Disclosure,ticker,Company.Name
511200,2019,3585.04433,3.981511279,4796.839973,5.327318353,3.839113349,900.423,Estimated data,Estimated data,BLKB,"Blackbaud, Inc."
511200,2018,3386.749359,3.990956178,4978.43181,5.866599823,3.747978216,848.606,Estimated data,Estimated data,BLKB,"Blackbaud, Inc."
511200,2017,3275.506843,4.155121035,4693.649873,5.954096344,3.470579946,788.306,Estimated data,Estimated data,BLKB,"Blackbaud, Inc."
511200,2016,3088.011232,4.225434935,4020.052095,5.500779396,3.025667054,730.815,Estimated data,Estimated data,BLKB,"Blackbaud, Inc."
624400,2016,35091.18183,22.35333447,48864.32785,31.12692725,24.92720023,1569.84104,Estimated data,Estimated data,BFAM,Bright Horizons Family Solutions Inc.
624400,2017,38199.63984,21.94240343,58507.99683,33.60780561,29.60691675,1740.905,Estimated data,Estimated data,BFAM,Bright Horizons Family Solutions Inc.
624400,2018,35005.71671,18.39325756,62842.01579,33.01944627,32.88580949,1903.182,Estimated data,Estimated data,BFAM,Bright Horizons Family Solutions Inc.
624400,2019,37363.3578,18.11981075,61725.82798,29.93468433,35.00296238,2062.017,Estimated data,Estimated data,BFAM,Bright Horizons Family Solutions Inc.
311111,2019,153638.2283,64.47233891,69472.06477,29.15307312,576.5181019,2383.01,Estimated data,Estimated data,CENT,Central Garden & Pet Company
311111,2018,146350.0723,66.0614709,71883.5434,32.44776402,557.7993656,2215.362,Estimated data,Estimated data,CENT,Central Garden & Pet Company
311111,2017,139699.1929,67.99771274,67697.92406,32.95154323,473.9680228,2054.469,Estimated data,Estimated data,CENT,Central Garden & Pet Company
311111,2016,126859.8841,69.35959815,55311.45592,30.24108356,378.7447942,1829.017,Estimated data,Estimated data,CENT,Central Garden & Pet Company
541700,2016,38093.42169,14.64808782,46935.08024,18.04797644,33.22152361,2600.573,Derived from previous year,Derived from previous year,CIEN,Ciena Corporation
541700,2017,1509.07,0.539,19366.041,6.912,35.479,2801.687,Value derived from data provided in CDP,Exact Value from CDP,CIEN,Ciena Corporation
541700,2015,37676.19758,15.40527258,43283.34507,17.69795711,27.17233505,2445.669,Derived from previous year,Derived from previous year,CIEN,Ciena Corporation
541700,2014,34757.4382,15.18926281,42577.55886,18.60671456,25.68372435,2288.29,Derived from previous year,Derived from previous year,CIEN,Ciena Corporation
541700,2013,31951.32309,15.34240383,33047.18852,15.86861709,24.09120544,2082.55,Derived from previous year,Derived from previous year,CIEN,Ciena Corporation
541700,2012,28565.26625,15.5760445,30130.38963,16.42947366,21.53812846,1833.923,Exact Value from CDP,Exact Value from CDP,CIEN,Ciena Corporation
541700,2018,1977.5459,0.6390960306,17434.11914,5.634294678,40.03325633,3094.286,Exact Value from CDP,Exact Value from CDP,CIEN,Ciena Corporation
541700,2019,3823.9583,1.070497779,17133.46094,4.796425702,45.70967504,3572.131,Value derived from data provided in CDP,Exact Value from CDP,CIEN,Ciena Corporation
325620,2019,31384.082,3.629,51047.67,5.902,217.059,8648.5,Exact Value from CDP,Exact Value from CDP,COTY,Coty Inc.
325620,2018,172501.4095,18.35511912,106768.9271,11.3608137,295.9031872,9398,Estimated data,Estimated data,COTY,Coty Inc.
325620,2014,88921.23697,18.98881225,49986.43138,9.366079948,114.2730066,4551.6,Estimated data,Estimated data,COTY,Coty Inc.
325620,2013,88280.88705,19.53625911,43543.84229,10.98216701,123.6602904,4649.1,Estimated data,Estimated data,COTY,Coty Inc.
325620,2015,86490.35489,19.6783648,45911.35542,10.44579366,110.1440878,4395.2003,Estimated data,Estimated data,COTY,Coty Inc.
325620,2017,139942.8451,18.29246502,88209.89333,11.53025284,233.8095746,7650.3,Estimated data,Estimated data,COTY,Coty Inc.
325620,2016,82253.18886,18.91269202,46328.32463,10.65239351,126.6176377,4349.1,Estimated data,Estimated data,COTY,Coty Inc.
541400,2017,13482.96064,8.761199685,18219.0642,11.83870989,32.51024744,1538.94,Estimated data,Estimated data,CRUS,"Cirrus Logic, Inc."
541400,2016,10484.01068,8.966432937,12788.52623,10.93736609,23.18091615,1169.251,Estimated data,Estimated data,CRUS,"Cirrus Logic, Inc."
541400,2018,13682.57911,8.930103208,17872.54812,11.66473791,32.29868329,1532.186,Estimated data,Estimated data,CRUS,"Cirrus Logic, Inc."
541400,2019,10645.14145,8.979271152,12557.62532,10.59246825,24.18831391,1185.524,Estimated data,Estimated data,CRUS,"Cirrus Logic, Inc."
33329A,2019,35299.841,4.946,100335.231,14.06,165.006,7136.4,Exact Value from CDP,Exact Value from CDP,DOV,Dover Corporation
33329A,2018,45984.007,6.577,155967.589,22.306,152.135,6992.118,Exact Value from CDP,Derived from previous year,DOV,Dover Corporation
333220,2014,115653.9918,14.91784079,171286,22.09363669,156.3581594,7752.73,Value derived from data provided in CDP,Exact Value from CDP,DOV,Dover Corporation
333220,2015,109086.9566,15.68172732,149225,21.45174669,142.6662305,6956.31,Value derived from data provided in CDP,Exact Value from CDP,DOV,Dover Corporation
333220,2012,116471.3429,14.37147786,246958,30.47231483,165.0183309,8104.34,Exact Value from CDP,Exact Value from CDP,DOV,Dover Corporation
333220,2013,123446.9427,14.14085103,255426.0044,29.25905654,175.8311127,8729.81,Exact Value from personal communication,Exact Value from personal communication,DOV,Dover Corporation
33329A,2017,159381.233,20.35406879,182250.7142,23.27465727,185.620819,7830.436,Exact Value from CDP,Derived from previous year,DOV,Dover Corporation
333220,2016,105093.9504,15.46786288,145963.4491,21.4830883,151.4115005,6794.342,Value derived from data provided in CDP,Derived from previous year,DOV,Dover Corporation
448000,2017,32823.48258,12.10553586,125264.1961,46.19833419,34.76902506,2711.444,Estimated data,Estimated data,DBI,Designer Brands Inc.
448000,2016,32192.79714,12.28616419,111834.8308,42.68100988,31.28255056,2620.248,Estimated data,Estimated data,DBI,Designer Brands Inc.
448000,2018,33292.21919,11.89095312,127445.0587,45.51944133,35.40938908,2799.794,Estimated data,Estimated data,DBI,Designer Brands Inc.
454000,2019,30155.897,9.489,129059.273,40.611,42.073,3177.9,Estimated data,Estimated data,DBI,Designer Brands Inc.
335911,2019,73690.11524,29.54103638,148967.3524,59.71832128,84.77944717,2494.5,Estimated data,Estimated data,ENR,"Energizer Holdings, Inc."
335911,2018,54770.55869,30.46701824,130065.719,72.3511815,66.44615357,1797.7,Estimated data,Estimated data,ENR,"Energizer Holdings, Inc."
335911,2015,54118.9662,92.61388401,85770.24423,39.83568866,47.86075108,1631.6,Estimated data,Estimated data,ENR,"Energizer Holdings, Inc."
33221A,2014,411918.7719,33.16926097,177177.1925,52.56818107,152.0048735,4447.7,Estimated data,Estimated data,ENR,"Energizer Holdings, Inc."
33221A,2013,268891.8979,60.20866499,155750.6973,34.87476428,136.4644375,4466,Estimated data,Estimated data,ENR,"Energizer Holdings, Inc."
33221A,2012,282391.5908,61.83035091,162003.2001,35.4710092,141.8403796,4567.200195,Estimated data,Estimated data,ENR,"Energizer Holdings, Inc."
335911,2017,56185.02708,32.00149632,127311.7473,72.51338344,65.61941045,1755.7,Estimated data,Estimated data,ENR,"Energizer Holdings, Inc."
335911,2016,52161.52149,31.91868895,112636.3579,68.92446331,58.39324851,1634.2,Estimated data,Estimated data,ENR,"Energizer Holdings, Inc."
448000,2017,25400.15353,11.58477037,101292.019,46.19833419,28.58195471,2192.547,Estimated data,Estimated data,EXPR,"Express, Inc."
448000,2016,27752.95647,11.80912046,100305.8791,42.68100988,28.44410629,2350.129,Estimated data,Estimated data,EXPR,"Express, Inc."
448000,2018,24106.31222,11.27501121,97321.93115,45.51944133,27.63127635,2138.03,Estimated data,Estimated data,EXPR,"Express, Inc."
448000,2019,23928.15707,11.30636469,87479.31427,41.33511106,26.71457954,2116.344,Estimated data,Estimated data,EXPR,"Express, Inc."
448000,2019,92858.4288,11.69648933,328159.4467,41.33511106,99.04184352,7939,Estimated data,Estimated data,FL,"Foot Locker, Inc."
448000,2018,89666.37411,11.52227886,354232.2924,45.51944133,99.7082865,7782,Estimated data,Estimated data,FL,"Foot Locker, Inc."
448000,2016,88370.17248,11.92258129,316351.6452,42.68100988,89.41911613,7412,Estimated data,Estimated data,FL,"Foot Locker, Inc."
448000,2015,88956.44895,12.43972157,299292.4118,41.85322498,77.20338462,7151,Estimated data,Estimated data,FL,"Foot Locker, Inc."
448000,2014,79673.61989,11.72175205,286235.0614,37.52712949,72.79485682,6505,Estimated data,Estimated data,FL,"Foot Locker, Inc."
448000,2013,72463.8712,12.2480584,231992.7145,44.00231536,66.12335825,6182,Estimated data,Estimated data,FL,"Foot Locker, Inc."
448000,2012,67095.03721,11.93224919,214228.4763,38.09860862,61.02462024,5623,Estimated data,Estimated data,FL,"Foot Locker, Inc."
448000,2017,91189.17497,11.7421034,358776.2634,46.19833419,100.7377609,7766,Estimated data,Estimated data,FL,"Foot Locker, Inc."
339112,2017,18498.95713,20.87645049,16283.46614,18.37622372,12.14523106,886.1160156,Estimated data,Estimated data,HAE,Haemonetics Corporation
339112,2016,18212.38364,20.0393292,14602.20213,16.06699823,11.01954956,908.832,Estimated data,Estimated data,HAE,Haemonetics Corporation
339112,2018,18994.31585,21.01320118,16366.59416,18.10618179,12.40317334,903.923,Estimated data,Estimated data,HAE,Haemonetics Corporation
339112,2019,20305.71787,20.98610849,15908.72945,16.44178868,12.82815946,967.579,Estimated data,Estimated data,HAE,Haemonetics Corporation
31161A,2019,748197,78.78,555754,58.517,2603.202,9497.317224,Exact Value from CDP,Value derived from data provided in CDP,HRL,Hormel Foods Corporation
31161A,2018,979288,102.589,531649,55.695,2573.413,9545.69981,Exact Value from CDP,Value derived from data provided in CDP,HRL,Hormel Foods Corporation
31161A,2016,968282.0404,101.6758653,527731,55.41516192,2184.989198,9523.224,Value derived from data provided in CDP,Exact Value from CDP,HRL,Hormel Foods Corporation
31161A,2017,962328.9748,104.9715823,507730,55.38357761,2361.166345,9167.519,Value derived from data provided in CDP,Exact Value from CDP,HRL,Hormel Foods Corporation
31161A,2013,1447501.159,165.3975146,544365.9835,62.20152583,2390.807143,8751.65,Exact Value from personal communication,Exact Value from personal communication,HRL,Hormel Foods Corporation
31161A,2012,778965.1078,94.64176158,668484,81.21866142,2264.027673,8230.67,Value derived from data provided in CDP,Exact Value from CDP,HRL,Hormel Foods Corporation
31161A,2014,863759.0612,104.4424288,598591,63.83684969,2013.226786,9316.256,Exact Value from CDP,Exact Value from CDP,HRL,Hormel Foods Corporation
31161A,2015,967538.994,92.71525613,591375,64.25231338,1756.585424,9263.85,Exact Value from CDP,Exact Value from CDP,HRL,Hormel Foods Corporation
442000,2017,24806.75865,30.25708915,37876.44346,46.19833419,9.936134992,819.866,Estimated data,Estimated data,HVT,"Haverty Furniture Companies, Inc."
442000,2016,25534.76219,31.08040838,35065.47997,42.68100988,9.334329015,821.571,Estimated data,Estimated data,HVT,"Haverty Furniture Companies, Inc."
442000,2018,23767.05313,29.06456402,37222.74932,45.51944133,9.554968903,817.733,Estimated data,Estimated data,HVT,"Haverty Furniture Companies, Inc."
442000,2019,23744.23962,29.59554528,33162.78758,41.33511106,9.061209164,802.291,Estimated data,Estimated data,HVT,"Haverty Furniture Companies, Inc."
541511,2019,308.317,8.988,184.628,5.382,0.114,34.303,Estimated data,Estimated data,CCRD,CoreCard Corporation
541511,2018,179.212,8.916,119.135,5.927,0.069,20.1,Estimated data,Estimated data,CCRD,CoreCard Corporation
722000,2018,19223.86197,22.1042693,61332.01856,70.52170148,36.19830489,869.69,Estimated data,Estimated data,JACK,Jack in the Box Inc.
533000,2019,11076.941,11.659,44470.134,46.805,17.096,950.107,Estimated data,Estimated data,JACK,Jack in the Box Inc.
722000,2016,37907.30278,23.70197463,105754.5109,66.12421747,58.65627202,1599.331,Estimated data,Estimated data,JACK,Jack in the Box Inc.
722000,2017,35630.00937,22.92920289,111219.0432,71.5734868,61.77112861,1553.914,Estimated data,Estimated data,JACK,Jack in the Box Inc.
33411A,2017,39357.8262,2.064605591,1215676,63.77108974,348.4510788,19063.121,Value derived from data provided in CDP,Exact Value from CDP,JBL,Jabil Inc.
33411A,2016,37233.841,2.029,1269440.43,69.168,326.95,18353.086,Exact Value from CDP,Exact Value from CDP,JBL,Jabil Inc.
33411A,2015,38576.51584,2.15520942,924406.4926,51.64514052,275.5567821,17899.196,Derived from previous year,Derived from previous year,JBL,Jabil Inc.
335999,2014,33161.29638,1.292223237,855838.926,39.69629074,210.4014087,15762.15,Derived from previous year,Derived from previous year,JBL,Jabil Inc.
335999,2012,22164.1225,2.072635545,680868,46.29667299,221.8242117,17151.93,Value derived from data provided in CDP,Exact Value from CDP,JBL,Jabil Inc.
335999,2013,38005.69,2.10385616,848937,54.2970931,230.8730642,18336.89,Value derived from data provided in CDP,Exact Value from CDP,JBL,Jabil Inc.
33411A,2019,38758.528,1.533,1572990.184,62.217,432.508,25282.32,Exact Value from CDP,Exact Value from CDP,JBL,Jabil Inc.
33411A,2018,46351.4281,2.097784812,685071,31.00511889,372.4936374,22095.416,Exact Value from CDP,Exact Value from CDP,JBL,Jabil Inc.
333295,2018,76270.38173,18.89423609,86964.05798,21.54334888,73.55089252,4036.701,Estimated data,Estimated data,KLAC,KLA Corporation
333295,2019,85925.12975,18.80650803,89381.45769,19.56299754,79.64743779,4568.904,Estimated data,Estimated data,KLAC,KLA Corporation
334516,2014,32478.97421,11.08720671,38189.98485,13.03674967,35.29794606,2929.41,Estimated data,Estimated data,KLAC,KLA Corporation
334516,2013,30156.94199,10.60825741,31606.9358,11.11831932,33.40881494,2842.78,Estimated data,Estimated data,KLAC,KLA Corporation
334516,2012,34161.17357,10.76980446,35772.40267,11.27776776,37.84482947,3171.94,Estimate used instead of disclosure - data does not cover global operations,Estimate used instead of disclosure - data does not cover global operations,KLAC,KLA Corporation
334516,2015,24466.97176,8.69457915,41259.19141,14.66185962,33.83112836,2814.049,Estimate based on partial data disclosure in CDP,Estimate based on partial data disclosure in CDP,KLAC,KLA Corporation
334516,2016,29278.6988,9.81027558,44948,15.06051447,39.25375221,2984.493,Estimate based on partial data disclosure in CDP,Estimate based on partial data disclosure in CDP,KLAC,KLA Corporation
333295,2017,67294.76047,19.3374965,76089.30394,21.86465392,64.32087841,3480.0141,Estimated data,Estimated data,KLAC,KLA Corporation
442000,2017,17982.63528,30.25708915,27456.96357,46.19833419,7.202790746,594.328,Estimated data,Estimated data,KIRK,"Kirkland's, Inc."
442000,2016,17461.19099,31.08040838,23978.49012,42.68100988,6.383004489,561.807,Estimated data,Estimated data,KIRK,"Kirkland's, Inc."
442000,2019,19150.41908,29.59554528,26746.75165,41.33511106,7.308128441,647.071,Estimated data,Estimated data,KIRK,"Kirkland's, Inc."
442000,2018,18430.33414,29.06456402,28864.65158,45.51944133,7.409470103,634.117,Estimated data,Estimated data,KIRK,"Kirkland's, Inc."
484000,2018,756686.727,163.9573385,49183.88525,10.65706406,83.25788487,4615.144,Estimated data,Estimated data,LSTR,"Landstar System, Inc."
484000,2019,633583.2301,155.1159961,39475.929,9.664630878,69.70789586,4084.577,Estimated data,Estimated data,LSTR,"Landstar System, Inc."
484000,2015,557159.7918,161.17997,32438.48731,10.51784474,52.4746203,3321.091,Estimated data,Estimated data,LSTR,"Landstar System, Inc."
484000,2014,513324.3565,167.7640847,33497.12675,9.767418993,49.6314056,3184.79,Estimated data,Estimated data,LSTR,"Landstar System, Inc."
484000,2013,451350.2526,169.376814,23896.50813,8.967568734,42.33949789,2664.77,Estimated data,Estimated data,LSTR,"Landstar System, Inc."
484000,2012,480772.3669,172.1088726,25436.30265,9.105792414,45.09211494,2793.42,Estimated data,Estimated data,LSTR,"Landstar System, Inc."
484000,2017,610245.3466,167.3572212,39473.44293,10.8254258,67.0320329,3646.364,Estimated data,Estimated data,LSTR,"Landstar System, Inc."
484000,2016,534413.2427,168.710327,31518.5186,9.950164319,55.11611301,3167.638,Estimated data,Estimated data,LSTR,"Landstar System, Inc."
621B00,2016,198604.1499,21.0448173,166816.9757,17.67653284,89.60716799,9437.2,Estimated data,Estimated data,LH,Laboratory Corporation of America Holdings
621B00,2017,141305.1812,13.8454405,176277.8125,17.27214773,102.3071028,10205.9,Exact Value from CDP,Exact Value from CDP,LH,Laboratory Corporation of America Holdings
621B00,2012,117742.2395,20.76070097,79360.03135,13.99302313,41.77788773,5671.4,Estimated data,Estimated data,LH,Laboratory Corporation of America Holdings
621B00,2013,118775.6138,20.44929046,80056.54108,13.78312778,42.14455474,5808.3,Estimated data,Estimated data,LH,Laboratory Corporation of America Holdings
621B00,2015,181988.8941,22.71283287,145763.8644,16.16136228,71.66954813,8505.7,Estimated data,Estimated data,LH,Laboratory Corporation of America Holdings
621B00,2014,136540.4661,21.39611015,97155.64551,17.13719793,44.83711303,6011.6,Estimated data,Estimated data,LH,Laboratory Corporation of America Holdings
621B00,2019,163089.007,14.114,153943,13.323,117.103,11554.8,Exact Value from CDP,Value derived from data provided in CDP,LH,Laboratory Corporation of America Holdings
621B00,2018,77604.01669,6.847372959,175014,15.44232093,113.6697086,11333.4,Exact Value from CDP,Exact Value from CDP,LH,Laboratory Corporation of America Holdings
448000,2018,24399,1.932,259475,20.541,197.494,12632,Exact Value from CDP,Value derived from data provided in CDP,BBWI,"Bath & Body Works, Inc."
448000,2019,26836,2.027,237330,17.929,207.108,13237,Exact Value from CDP,Value derived from data provided in CDP,BBWI,"Bath & Body Works, Inc."
448000,2016,27720.9124,2.475984128,286484,25.61803737,133.3861084,12154,Exact Value from CDP,Exact Value from CDP,BBWI,"Bath & Body Works, Inc."
448000,2015,28359.9222,2.280805694,293429,23.57116999,112.9473691,11454,Exact Value from CDP,Exact Value from CDP,BBWI,"Bath & Body Works, Inc."
448000,2014,25640.9528,2.862519667,293683,27.3528062,110.7001648,10773,Exact Value from CDP,Exact Value from CDP,BBWI,"Bath & Body Works, Inc."
448000,2013,29939.0932,2.380112578,286083,27.26102293,105.0746084,10459,Exact Value from CDP,Exact Value from CDP,BBWI,"Bath & Body Works, Inc."
448000,2012,29659.8834,2.861818159,304944,29.42338865,104.3106286,10364,Exact Value from CDP,Exact Value from CDP,BBWI,"Bath & Body Works, Inc."
448000,2017,25077.9506,1.994429028,272134,21.64259583,143.9041851,12574,Exact Value from CDP,Exact Value from CDP,BBWI,"Bath & Body Works, Inc."
518200,2017,779.877027,3.563099778,2056.024969,9.393560596,1.238372827,218.876,Estimated data,Estimated data,LPSN,"LivePerson, Inc."
518200,2016,798.9736546,3.586395669,1933.360626,8.678378985,1.186282543,222.7790039,Estimated data,Estimated data,LPSN,"LivePerson, Inc."
518200,2019,1049.601428,3.599345111,2450.890777,8.404715825,1.601386841,291.609,Estimated data,Estimated data,LPSN,"LivePerson, Inc."
518200,2018,897.2281332,3.591239656,2312.380738,9.255520527,1.42289076,249.838,Estimated data,Estimated data,LPSN,"LivePerson, Inc."
333295,2018,209291.5003,18.89424376,238427.8993,21.52459532,201.4594948,11076.998,Estimate used instead of disclosure - data does not cover global operations,Estimate used instead of disclosure - data does not cover global operations,LRCX,Lam Research Corporation
333295,2019,33539.23,3.474,79359.721,8.221,150.24,9653.56,Exact Value from CDP,Exact Value from CDP,LRCX,Lam Research Corporation
334413,2016,342552.7677,58.19894581,248485.6461,42.21715313,116.6904216,5885.893,Estimate used instead of disclosure - data does not cover global operations,Estimate used instead of disclosure - data does not cover global operations,LRCX,Lam Research Corporation
333295,2017,154963.2513,19.33748435,175061.4093,21.84548423,147.8419921,8013.62,Estimate used instead of disclosure - data does not cover global operations,Estimate used instead of disclosure - data does not cover global operations,LRCX,Lam Research Corporation
334413,2013,166167.72,54.48832464,133589.279,43.52413657,61.93287574,3598.92,Estimate used instead of disclosure - data does not cover global operations,Estimate used instead of disclosure - data does not cover global operations,LRCX,Lam Research Corporation
334413,2014,251044.603,46.17155147,200529.1897,37.11926883,83.35186147,4607.31,Estimate used instead of disclosure - data does not cover global operations,Estimate used instead of disclosure - data does not cover global operations,LRCX,Lam Research Corporation
334413,2012,124928.9721,46.87432119,100436.4509,37.68453689,46.56649472,2665.19,Estimate used instead of disclosure - data does not cover global operations,Estimate used instead of disclosure - data does not cover global operations,LRCX,Lam Research Corporation
334413,2015,295478.1474,56.18190125,217727.0888,41.39839752,95.98576531,5259.312,Estimate used instead of disclosure - data does not cover global operations,Estimate used instead of disclosure - data does not cover global operations,LRCX,Lam Research Corporation
424900,2016,235668.995,1.235,3084222.36,16.158,1338.976,190884,Derived from previous year,Estimate used instead of disclosure - data does not cover global operations,MCK,McKesson Corporation
424900,2015,229538.3379,1.282014789,2834176.95,15.82941132,1107.301851,179045,Derived from previous year,Estimated data,MCK,McKesson Corporation
424900,2014,174180.5402,1.265764159,2283785.469,16.59619261,860.9697197,137609,Derived from previous year,Estimated data,MCK,McKesson Corporation
424900,2013,172663.3758,1.41001491,1729498.299,14.1235417,779.3800985,122455,Derived from previous year,Estimated data,MCK,McKesson Corporation
424900,2012,175771.0316,1.432129904,1760493.375,14.34397457,793.2563428,122734,Derived from previous year,Estimated data,MCK,McKesson Corporation
424900,2017,249513.498,1.257,3475316.934,17.505,1497.495,198533,Derived from previous year,Estimate used instead of disclosure - data does not cover global operations,MCK,McKesson Corporation
424900,2019,368495.882,1.719,230442.013,1.075,1401.966,214319,Exact Value from Environmental/CSR,Exact Value from Environmental/CSR,MCK,McKesson Corporation
424900,2018,333804.454,1.602,239431.83,1.149,1472.031,208357,Exact Value from Environmental/CSR,Exact Value from Environmental/CSR,MCK,McKesson Corporation
339112,2018,19081.72852,20.83083545,16381.78523,17.88340465,12.65075193,916.0328,Estimated data,Estimated data,MMSI,"Merit Medical Systems, Inc."
339112,2019,20800.86713,20.90850411,16168.54224,16.25220861,13.27539312,994.852,Estimated data,Estimated data,MMSI,"Merit Medical Systems, Inc."
339112,2017,14966.10864,20.56202137,13205.75886,18.14346685,10.03907693,727.8520125,Estimated data,Estimated data,MMSI,"Merit Medical Systems, Inc."
339112,2016,12518.72934,20.73193262,10115.69639,16.75233406,7.839937814,603.8380297,Estimated data,Estimated data,MMSI,"Merit Medical Systems, Inc."
334511,2016,130487.601,5.324,401334.661,16.376,288.164,24507.9999,Exact Value from CDP,Exact Value from CDP,NOC,Northrop Grumman Corporation
336411,2017,140535.982,5.446,371148.975,14.384,323.003,25803,Exact Value from CDP,Exact Value from CDP,NOC,Northrop Grumman Corporation
336411,2012,151335.5408,6.001089729,487507.5,19.33171967,264.2685546,25218.01,Exact Value from CDP,Exact Value from CDP,NOC,Northrop Grumman Corporation
336411,2013,148440.3559,6.019235064,460577,18.67633105,258.5515844,24661,Exact Value from CDP,Exact Value from CDP,NOC,Northrop Grumman Corporation
336411,2014,143013.9893,5.964134839,451611,18.8336044,256.175165,23979,Exact Value from CDP,Exact Value from CDP,NOC,Northrop Grumman Corporation
336411,2015,145331.4001,6.177480239,433105,18.4096319,228.0517933,23526,Exact Value from CDP,Exact Value from CDP,NOC,Northrop Grumman Corporation
336411,2019,145821.823,4.309,340284.969,10.055,418.244,33841,Exact Value from CDP,Exact Value from CDP,NOC,Northrop Grumman Corporation
336411,2018,134068.585,4.455,366062.799,12.164,384.637,30095,Exact Value from CDP,Exact Value from CDP,NOC,Northrop Grumman Corporation
454000,2018,36013.93079,3.269535251,759316.5309,68.93477357,156.8787096,11015,Derived from previous year,Derived from previous year,ODP,The ODP Corporation
454000,2019,34580.10831,3.247873421,666481.0079,62.59800957,146.5279781,10647,Derived from previous year,Derived from previous year,ODP,The ODP Corporation
453000,2014,68119.85324,4.232098238,851190.1513,52.8820919,169.9967315,16096,Derived from previous year,Derived from previous year,ODP,The ODP Corporation
453000,2015,60706.69546,4.191004174,730756.572,50.44919379,151.3757105,14485,Derived from previous year,Derived from previous year,ODP,The ODP Corporation
453000,2013,47700.0725,4.243023706,495700,44.09357766,114.6381059,11242,Exact Value from CDP,Exact Value from CDP,ODP,The ODP Corporation
453000,2012,37240.1989,3.481807922,233310,21.81354102,98.85676571,10695.65,Exact Value from CDP,Exact Value from CDP,ODP,The ODP Corporation
454000,2017,34804.47961,3.398874962,704627.6194,68.81129096,146.8911815,10240,Derived from previous year,Derived from previous year,ODP,The ODP Corporation
453000,2016,38183.37818,3.464601958,698993.3435,63.42376767,145.8584903,11021,Derived from previous year,Derived from previous year,ODP,The ODP Corporation
541800,2016,63380.7973,4.11112463,69886.51064,4.53311046,85.42862946,15416.9,Exact Value from CDP,Exact Value from CDP,OMC,Omnicom Group Inc.
541800,2017,23961,1.569,79089.989,5.178,87.753,15273.6,Value derived from data provided in CDP,Exact Value from CDP,OMC,Omnicom Group Inc.
541800,2012,67480.9435,4.745695564,88163,6.200191288,75.25192207,14219.4,Exact Value from CDP,Exact Value from CDP,OMC,Omnicom Group Inc.
541800,2013,65591.9945,4.497376976,85625,5.870958895,75.77814892,14584.5,Exact Value from CDP,Exact Value from CDP,OMC,Omnicom Group Inc.
541800,2014,61106.0377,4.019691884,86769,5.387923409,79.78728326,15317.8,Exact Value from CDP,Exact Value from CDP,OMC,Omnicom Group Inc.
541800,2015,60835.62486,3.989217623,81542.98804,5.664586298,77.73999301,15134.4,Derived from previous year,Derived from previous year,OMC,Omnicom Group Inc.
541800,2019,32409.0283,2.167291593,58005,3.878973097,81.56520409,14953.7,Exact Value from CDP,Exact Value from CDP,OMC,Omnicom Group Inc.
541800,2018,30613.8934,2.002190514,65407,4.27770729,87.42838503,15290.2,Exact Value from CDP,Exact Value from CDP,OMC,Omnicom Group Inc.
722000,2018,31438.34176,19.98221703,104762.3381,66.58696542,57.8974683,1573.316,Estimated data,Estimated data,PZZA,"Papa John's International, Inc."
722000,2019,32018.42757,19.77364034,98411.49213,60.77604674,59.53190294,1619.248,Estimated data,Estimated data,PZZA,"Papa John's International, Inc."
722000,2017,37056.21119,20.77888479,120688.337,67.67472896,62.92756222,1783.359,Estimated data,Estimated data,PZZA,"Papa John's International, Inc."
722000,2016,36920.89838,21.54555758,107354.9956,62.64807577,56.04294394,1713.62,Estimated data,Estimated data,PZZA,"Papa John's International, Inc."
541200,2016,24683.42208,8.361876106,24510.52883,8.303305949,12.36404843,2951.9,Estimated data,Estimated data,PAYX,"Paychex, Inc."
541200,2017,26239.71409,8.326631578,27930.41951,8.863142039,14.08831973,3151.3,Estimated data,Estimated data,PAYX,"Paychex, Inc."
541200,2015,23413.5775,8.54634892,22578.7898,8.241637391,10.5675958,2739.6,Estimated data,Estimated data,PAYX,"Paychex, Inc."
541610,2014,23027.56369,9.141913182,12995.38511,5.159151182,10.60868906,2518.899844,Estimated data,Estimated data,PAYX,"Paychex, Inc."
541610,2013,19352.29792,8.319275177,10235.17146,4.399953341,9.61447693,2326.2,Estimated data,Estimated data,PAYX,"Paychex, Inc."
541610,2012,18832.81197,8.445964647,9960.422294,4.466957706,9.356389457,2229.8,Estimated data,Estimated data,PAYX,"Paychex, Inc."
541610,2019,31837.28655,8.439307236,23034.98547,6.106026632,17.08321017,3772.5,Estimated data,Estimated data,PAYX,"Paychex, Inc."
541200,2018,27307.07343,8.076865164,28831.61817,8.527793833,15.20623318,3380.9,Estimated data,Estimated data,PAYX,"Paychex, Inc."
621B00,2018,94051.045,12.489,128257.978,17.031,61.945,7531,Exact Value from CDP,Exact Value from CDP,DGX,Quest Diagnostics Incorporated
621B00,2019,94053.068,12.174,116301.641,15.053,60.989,7726,Exact Value from CDP,Exact Value from CDP,DGX,Quest Diagnostics Incorporated
621B00,2012,85241.9359,11.54639257,183384,24.84016385,55.09444967,7382.56,Exact Value from CDP,Exact Value from CDP,DGX,Quest Diagnostics Incorporated
